,quality,venue_area,venue_impact_factor,venue_single-blind,review,mean_prestige,mean_citation,embedded_experience
0,3.0615103564861954,7.0,2.8859810921234836,0.0,4.864783802984477,7.915378302401904,16.333333333333332,16.173854702073662
1,3.8328653829225114,0.0,8.03682607813124,1.0,6.7788655394319814,0.9116102911900048,9.0,1.2299363577221516
2,2.203312481672438,1.0,2.7250736190357467,0.0,4.801215819785366,5.755191991686398,144.3,23.374049406226835
3,2.209672124479871,1.0,1.6592707479928126,1.0,5.539107671585316,28.784081715326526,225.83333333333334,20.93594956918872
4,1.0313279508961228,2.0,4.788023974063692,1.0,4.13686009415805,0.9116102911900048,2.5,16.28500716941992
5,4.3217213386018845,9.0,2.9453093619429116,0.0,6.951251512313814,24.912905332114168,26.0,26.74852911175639
6,2.296033510003359,9.0,2.9453093619429116,0.0,5.135288365508343,4.219175693277944,10.666666666666666,6.7439585054045645
7,2.578552932324082,2.0,30.620503178646477,1.0,4.05382550283772,9.647383295041283,109.5,11.158807836031741
8,2.6651060789912675,3.0,8.402094847826126,0.0,4.55780435392702,9.409516401187451,170.75,29.932600366570398
9,3.409384778158554,1.0,8.727797182859028,1.0,5.417429635175645,15.409281274138468,323.6666666666667,26.4765933245211
10,3.1807906797790197,3.0,8.402094847826126,0.0,5.606077437002591,12.464694196036927,69.75,16.390690080507806
11,4.592768428943868,6.0,15.236587739881477,1.0,6.28619511908558,6.854061073780047,181.5,26.751752524012538
12,1.1755233010425907,1.0,8.727797182859028,1.0,4.829474540371349,0.6037041285569215,1.0,18.49048107937896
13,2.8704846288215218,4.0,5.229631393592403,1.0,6.332725826842055,15.688961399691683,454.0,27.253254587072032
14,1.5936210105097395,4.0,1.6240358727244573,0.0,5.0774571259137,10.060206930204211,64.25,14.667917998061418
15,2.4948049191463397,1.0,8.72229189985249,0.0,5.652699686984029,4.500607381046918,12.0,1.033118075555855
16,1.6717878777639505,6.0,2.5234826987157355,1.0,4.8231483840235745,8.39432846738823,187.4,12.94203454020016
17,3.0219695360658805,1.0,0.7034130996692456,1.0,4.707676169709654,2.6512222786934165,398.75,17.824418373691703
18,7.044452788497965,3.0,28.05221766945916,0.0,8.746205580371923,15.057842318652154,493.0,21.185541652360197
19,4.8291238789300746,9.0,2.9453093619429116,0.0,7.131429111107748,25.982541539254406,24.0,1.0
20,4.569859533228621,4.0,1.6240358727244573,0.0,5.332543905299344,11.344445705699679,426.5,18.560120778769846
21,1.6451825256564476,3.0,4.7317044481035335,0.0,5.065970636617164,0.9116102911900048,2.5,1.0
22,2.9039141224638847,3.0,8.402094847826126,0.0,5.5359466688437555,7.608806979229313,409.42857142857144,22.983034667351628
23,3.0235869804152586,4.0,5.229631393592403,1.0,7.5368791049916695,19.90179298192526,255.75,21.53861774612597
24,6.2973614110420755,3.0,18.42226210250916,0.0,7.457945389355235,7.8720115231727075,235.0,24.27226825475804
25,4.680242746160128,4.0,4.381387002275589,1.0,9.730076244773407,17.1706181767747,544.5,29.180129196369677
26,2.617258683536035,3.0,15.312700240967295,1.0,5.629427520586399,8.39432846738823,20.666666666666668,7.6563457062828135
27,1.4800538636057032,7.0,3.524652058668001,0.0,4.696200373426315,0.7368535491284788,1.0,21.964266912272155
28,1.0844028099320955,2.0,8.938704278060557,0.0,4.257290347982359,0.8679211056746232,1.0,15.231222502573988
29,3.4825681176172067,4.0,2.8363939402494873,1.0,6.435851091146123,19.771076306128855,121.5,11.796223019893363
30,2.2993945139970426,1.0,8.727797182859028,1.0,6.545500161329577,15.057842318652154,424.05882352941177,26.577756497131947
31,2.3099604166706134,2.0,14.795211946735684,1.0,4.966043484830257,0.7368535491284788,1.0,57.54446838914791
32,2.6407945475600862,5.0,1.0437175234443772,1.0,5.864394786073062,8.014097284874572,19.0,3.0149317191184553
33,2.3315079011421247,4.0,4.381387002275589,1.0,5.608532381904556,19.329803365746567,44.0,14.449367881866245
34,5.938129444729146,1.0,8.97114817993124,1.0,4.959808021065544,7.8720115231727075,153.0,15.13024705299431
35,8.455859378755125,2.0,8.938704278060557,0.0,7.541206820286577,17.874876796148882,1935.0,35.96261331537685
36,3.246473410316476,0.0,12.377592805523264,0.0,6.189444591020312,10.381592949436094,668.8,37.35183128261501
37,2.4370124223071787,3.0,0.37949283910096276,1.0,5.603206117993599,5.152426917429724,88.875,16.466789032552263
38,2.6697608245737703,4.0,14.411978542662531,0.0,5.049133629161636,18.506943299475537,211.5,22.342754441097036
39,1.9856273395034059,3.0,11.835028830376773,0.0,4.533893207222197,15.21709221290363,201.85714285714286,20.144023023064953
40,2.4646239012170126,2.0,14.795211946735684,1.0,3.969280118437355,8.595488269835894,330.8181818181818,21.70786354308438
41,2.233007529877002,4.0,2.8363939402494873,1.0,7.03630996685601,10.895769543849532,193.85714285714286,22.92569031636848
42,2.351191251646449,2.0,10.69306554338462,0.0,6.025053151317666,0.7368535491284788,1.0,59.00398230852181
43,2.5836869635483173,4.0,4.593782420463162,0.0,5.695656061439276,25.046054752685727,99.5,44.77371883975691
44,1.800852439559259,2.0,14.795211946735684,1.0,6.588542203106294,15.688961399691683,209.4,13.236672957236948
45,4.4876806295868406,1.0,1.6592707479928126,1.0,6.317587275563825,7.8720115231727075,17.0,1.0
46,5.653734199050483,1.0,2.613581454640832,1.0,8.949631840657961,20.40314280945551,55.0,1.0
47,2.692129764593709,5.0,20.981721677564966,0.0,4.863706242924851,11.726085393020192,102.33333333333333,9.132071096375215
48,1.76490557176918,8.0,11.057714514790378,1.0,5.058126286680173,0.6037041285569215,8.0,1.0746343507485845
49,1.5396788398382912,5.0,20.981721677564966,0.0,4.628857139639846,5.595018637560076,45.875,16.170383016942424
50,2.693537521662717,6.0,2.5234826987157355,1.0,5.068273339485923,0.7347716851030659,1.0,27.15354427399148
51,2.948494127654144,2.0,10.69306554338462,0.0,4.953721910163791,16.904335670542427,73.5,7.788810673552528
52,4.874230599079617,1.0,3.199741887578938,1.0,8.186135933474496,16.860646485027047,280.0,28.592144099377528
53,2.279183279536146,4.0,14.411978542662531,0.0,4.763094375587091,11.727538586753955,187.33333333333334,28.840882914772976
54,1.4913138109990682,3.0,18.42226210250916,0.0,4.702760837093834,15.486570494373751,263.0,21.960640429648446
55,0.836494374535974,5.0,2.1775177793042237,0.0,3.9136256573882062,10.895769543849532,17.333333333333332,1.2426473485835554
56,2.930599329056621,4.0,4.593782420463162,0.0,5.133687768970655,7.960534781377056,248.71428571428572,28.810398336352243
57,4.982493540611317,1.0,1.6592707479928126,1.0,6.672757063457859,8.39432846738823,60.0,17.07137707119337
58,2.4753546121948515,3.0,4.7317044481035335,0.0,5.163189670233008,9.232231458040689,176.8,18.349156788913632
59,4.298043376239925,1.0,2.7250736190357467,0.0,6.329104052774568,7.526741095365884,386.5,18.23288278890722
60,3.4630621331382256,2.0,30.620503178646477,1.0,4.74013672069787,9.647383295041283,9.0,18.628472658215955
61,2.652889490979324,3.0,8.402094847826126,0.0,5.995985732386427,4.1317973222471815,19.666666666666668,16.92048164970594
62,3.140705736808262,3.0,28.033737190891376,1.0,6.074177518103104,11.81503439391764,323.6666666666667,19.339311742906613
63,2.310385783427776,4.0,4.381387002275589,1.0,6.350107378975035,15.057842318652154,112.11764705882354,19.639189625444736
64,3.5265759846696167,3.0,28.033737190891376,1.0,5.954137750617421,10.406517155169276,544.0,19.989016991195864
65,3.119539560111025,1.0,1.6592707479928126,1.0,5.708489319033262,7.526741095365884,29.75,35.92216291358156
66,1.8348762347078331,1.0,1.6592707479928126,1.0,4.79667266716302,5.784493420756381,22.0,9.995966001427247
67,6.694168659917618,8.0,11.057714514790378,1.0,6.0302302880948435,7.526741095365884,332.0,16.221057647257553
68,1.5456110704673476,3.0,11.835028830376773,0.0,3.540076296103392,9.567296171447333,149.625,13.149852142459862
69,2.9201575677668217,4.0,1.6240358727244573,0.0,6.165089024071396,6.813601757429552,477.42857142857144,24.75049664816151
70,1.463085826240485,8.0,11.057714514790378,1.0,4.114756874556559,0.9116102911900048,1.0,20.667359455899497
71,3.024177799640971,3.0,9.275162623399408,1.0,4.5625632961419305,0.9116102911900048,44.8,29.945705618594992
72,2.291013773671618,1.0,1.6592707479928126,1.0,6.92386651759271,22.235244130326567,164.47058823529412,18.17211187305926
73,1.735765217501616,1.0,7.38860646023349,1.0,5.509801485551386,11.950934437050881,40.0,12.103468886454777
74,3.781565901530872,1.0,8.97114817993124,1.0,6.606621904355199,7.850744085064797,193.0,19.427338144783533
75,6.273613246566809,1.0,8.72229189985249,0.0,5.954710971304895,22.235244130326567,152.0,60.481234868783034
76,2.8059220555731144,5.0,20.981721677564966,0.0,5.59986218942954,0.9116102911900048,3.0,1.0
77,1.6657129916292348,1.0,2.7250736190357467,0.0,4.827126576699495,11.726085393020192,37.0,9.914297036018777
78,2.985775872176561,8.0,0.1419668259085736,1.0,6.31122515110582,9.387960708412162,531.5714285714286,26.234494629604935
79,4.290191774737876,4.0,5.229631393592403,1.0,7.000952079735608,6.479959737823292,98.5,43.27161306489313
80,6.370954867279398,1.0,4.189733351279176,0.0,7.665717155603832,33.14912182053814,241.0,35.19411750127047
81,3.0531726863636486,1.0,0.02248400181477077,1.0,6.094016520493541,7.6993763092692955,118.33333333333333,24.51708117009993
82,3.7235911012933296,2.0,10.69306554338462,0.0,5.4076133378078755,0.9116102911900048,9.0,2.2039296692126094
83,3.5981935231547513,0.0,8.03682607813124,1.0,5.9075158848222085,7.346680038962074,88.0,13.290865926150206
84,2.08335847283627,4.0,1.6240358727244573,0.0,5.387411297263636,14.43320864640371,45.5,14.480021014048184
85,2.575992053110915,5.0,20.981721677564966,0.0,5.414631455076661,7.9587450816311005,409.7142857142857,18.196028228024968
86,1.3678658761918538,3.0,8.402094847826126,0.0,4.169446812029059,5.755191991686398,111.23076923076923,12.794679013150992
87,3.0778557710567562,1.0,3.199741887578938,1.0,6.063690930518057,0.2042558668422495,4.0,1.0
88,1.943952307103759,7.0,7.728490996186066,0.0,4.838088278037384,10.381592949436094,196.38095238095238,14.934288736491343
89,1.8250928025613884,3.0,18.42226210250916,0.0,4.699972772216046,0.9116102911900048,1.0,1.0
90,2.5364389724439103,2.0,14.795211946735684,1.0,4.653296565744436,4.836021009022533,171.33333333333334,26.0377058869018
91,3.825229284910735,8.0,0.1419668259085736,1.0,7.540114196637564,13.888199921281004,442.5,38.25832271121928
92,3.039252490240822,3.0,0.37949283910096276,1.0,6.9885858953871,8.805858867371988,238.16666666666666,23.008266068086783
93,1.4320814414924854,4.0,2.8363939402494873,1.0,4.919996433027794,0.7368535491284788,1.0,17.6794783573561
94,2.7738253160058806,7.0,7.728490996186066,0.0,4.760577051493777,11.477595126271234,43.0,10.822453336536867
95,3.75721817223088,1.0,8.97114817993124,1.0,6.26247673621687,0.7368535491284788,10.0,2.9262920247217274
96,2.1576224929368504,4.0,5.229631393592403,1.0,5.341339771200589,15.215622088912037,44.25,7.36672303383747
97,2.2214058977490994,1.0,2.7250736190357467,0.0,5.84527235684969,13.808574974155267,221.57142857142858,18.873996866237828
98,6.348004220678088,1.0,0.02248400181477077,1.0,11.583331730466341,5.510484910954992,185.0,53.60096295137148
99,3.6233023716677795,1.0,2.7250736190357467,0.0,6.287219331199934,15.486570494373751,109.5,11.796223019893363
100,3.623045510531953,4.0,2.8363939402494873,1.0,8.035315755661959,33.14912182053814,245.66666666666666,29.04609067741846
