venue_impact_factor,venue_single-blind,citation_p,citation_r,experience_p,experience_r,prestige,review
2.177517779304224,0.0,0.54619397744938,4.226684259375654,3.805268425745332,4.397604614865272,0.2042558668422495,4.1907578231483305
14.795211946735686,1.0,24.10889283479049,4.257917224359937,24.10889283479049,4.257917224359937,24.10889283479049,4.257917224359937
9.275162623399408,1.0,7.8720115231727075,4.643446618609978,7.8720115231727075,4.643446618609978,7.8720115231727075,4.643446618609978
18.42226210250916,0.0,9.170169015533597,3.7324099374560684,9.170169015533597,3.7324099374560684,9.170169015533597,3.7324099374560684
3.5246520586680012,0.0,0.598529171677671,3.779279600489408,0.2042558668422495,3.7879423675610053,0.2042558668422495,3.8787067989447936
12.222462366587814,0.0,13.175067012830587,3.503117520958537,13.175067012830587,3.503117520958537,13.175067012830587,3.503117520958537
9.275162623399408,1.0,0.598529171677671,3.779279600489408,0.20425586684224945,4.898975213354801,0.2042558668422495,3.1950130678614217
20.98172167756497,0.0,23.192842174354958,4.996666050022501,23.192842174354958,4.996666050022501,23.192842174354958,4.996666050022501
2.7250736190357467,0.0,12.460596428866186,4.68289814152806,12.460596428866186,4.68289814152806,12.460596428866186,4.68289814152806
20.98172167756497,0.0,7.631049092747202,3.470726396497959,7.631049092747202,3.470726396497959,7.631049092747202,3.470726396497959
18.42226210250916,0.0,20.055060463237723,4.045931842920814,20.055060463237723,4.045931842920814,20.055060463237723,4.045931842920814
1.6592707479928126,1.0,13.888199921281004,6.304873249587388,13.888199921281004,6.304873249587388,13.888199921281004,6.304873249587388
4.381387002275589,1.0,6.153272198505445,4.710776088545436,6.153272198505445,4.710776088545436,6.153272198505445,4.710776088545436
0.7034130996692456,1.0,0.54619397744938,4.226684259375654,0.2042558668422495,4.715311996745735,0.2042558668422495,5.953401946380385
4.189733351279177,0.0,11.521284311786616,4.2411427033967835,11.521284311786616,4.2411427033967835,11.521284311786616,4.2411427033967835
18.42226210250916,0.0,5.755191991686398,3.8162358598575588,5.755191991686398,3.8162358598575588,5.755191991686398,3.8162358598575588
4.939739354855123,1.0,0.598529171677671,3.779279600489408,0.7368535491284788,3.5066268208169364,0.7368535491284788,3.591083421060308
10.693065543384618,0.0,16.927276531213558,4.354099340408904,16.927276531213558,4.354099340408904,16.927276531213558,4.354099340408904
11.835028830376773,0.0,12.497641840875735,5.2247208303149755,5.755191991686398,4.357082503395279,5.755191991686398,3.691055347553252
5.2296313935924035,1.0,24.10348206959515,5.5416052385897805,24.10348206959515,5.5416052385897805,24.10348206959515,5.5416052385897805
0.1419668259085736,1.0,9.470544688954346,6.210080606051241,9.470544688954346,6.210080606051241,9.470544688954346,6.210080606051241
3.199741887578938,1.0,11.521284311786616,5.250796152686512,11.521284311786616,5.250796152686512,11.521284311786616,5.250796152686512
12.222462366587814,0.0,11.464926920912431,4.9500547843146885,11.464926920912431,4.9500547843146885,11.464926920912431,4.9500547843146885
1.0437175234443772,1.0,0.598529171677671,3.779279600489408,0.7368535491284788,4.4138389265337885,0.7368535491284788,4.742901579617723
8.03682607813124,1.0,0.598529171677671,3.779279600489408,0.2042558668422495,3.526619776973751,0.2042558668422495,3.715236510931788
1.6592707479928126,1.0,10.153476317606227,4.839420997000814,3.805268425745332,4.397604614865272,15.057842318652154,6.2475704329949435
11.057714514790378,1.0,9.435573257955767,3.681650909065996,9.435573257955767,3.681650909065996,9.435573257955767,3.681650909065996
15.236587739881475,1.0,8.177431624382644,4.419701608868142,8.177431624382644,4.419701608868142,8.177431624382644,4.419701608868142
8.938704278060557,0.0,10.381592949436094,3.8072536523957097,10.381592949436094,3.8072536523957097,10.381592949436094,3.8072536523957097
8.971148179931241,1.0,7.734544348462772,4.099250870425053,7.734544348462772,4.099250870425053,7.734544348462772,4.099250870425053
0.3794928391009628,1.0,3.279105955751527,6.561367838685051,3.279105955751527,6.561367838685051,3.279105955751527,6.561367838685051
4.189733351279177,0.0,7.915378302401904,4.448607856052053,7.8720115231727075,4.246649361459198,7.8720115231727075,4.246649361459198
8.402094847826126,0.0,12.559307629658377,4.504108733242905,12.559307629658377,4.504108733242905,12.559307629658377,4.504108733242905
