,quality,venue_area,venue_impact_factor,venue_single-blind,review,embedded_prestige,embedded_citation_0,embedded_citation_1,embedded_citation_2,embedded_citation_3,embedded_citation_4,embedded_citation_5,embedded_citation_6,embedded_citation_7,embedded_experience_0,embedded_experience_1,embedded_experience_2,embedded_experience_3,embedded_experience_4,embedded_experience_5,embedded_experience_6,embedded_experience_7
0,0.48824850658099217,7.0,2.8859810921234836,0.0,4.458829565142032,7.915378302401904,2.109312261243065,8.242570599617114,2.7631578947368416,16.333333333333332,128.22222222222223,-655.9259259259255,24661.407407407405,-210260.69958847723,1.60649692235043,4.985316651955683,2.1683482378287713,16.173854702073662,408.904789282378,5813.2754650071665,250804.6900470989,5942690.447647934
1,0.4398855646041264,0.0,8.03682607813124,1.0,4.296197222132945,0.9116102911900048,2.1972245773362196,9.000000000000002,9.0,9.0,0.0,0.0,0.0,0.0,0.2069624263563711,1.2299363577221516,1.2299363577221516,1.2299363577221516,0.0,0.0,0.0,0.0
2,0.3097765888293718,1.0,2.7250736190357467,0.0,3.893210848979968,3.1236692300417355,1.767311460227063,5.855090537603571,1.6437928535592843,72.28571428571429,13356.489795918369,1782400.1282798834,461039933.8925448,97977850686.13673,2.275368529086855,9.731504694344018,3.213222237706148,20.078975785025822,372.4642920077881,9567.41600285443,536913.7300283281,20869240.58451632
3,0.5630114951959205,1.0,1.6592707479928126,1.0,5.921439077322042,33.14912182053814,4.60374815370898,99.8578978329694,39.260303415219916,181.2,27512.559999999998,4537559.856000001,1965426120.8992,512209871310.3534,2.761949953342257,15.83068196237217,9.769882049830686,20.494057193815134,111.42111432455188,-330.48623111162794,30741.570001885375,-152970.5351336184
4,0.30646839612813087,2.0,4.788023974063692,1.0,3.6578906303718646,0.9116102911900048,0.6486367163517711,1.9129311827723892,1.4000000000000001,3.0,8.0,16.0,96.0,320.0,1.9839303493443314,7.271265510330804,2.7196582532015245,13.542706069458768,84.09684615926761,-391.0089066440282,10608.419300903286,-82206.53967236566
5,0.5121220568303152,9.0,2.9453093619429116,0.0,5.205904118915971,33.14912182053814,3.9318256327243257,51.0,51.0,51.0,0.0,0.0,0.0,0.0,1.1417459656775626,3.132232364022639,3.1322323640226384,3.1322323640226384,0.0,0.0,0.0,0.0
6,0.5097764453061889,9.0,2.9453093619429116,0.0,4.842995965796632,5.872958394321914,2.6735537653587347,14.491376746189443,13.548387096774194,15.5,30.25,0.0,915.0625,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
7,0.4478298969839162,2.0,30.620503178646477,1.0,2.6550448471025194,9.647383295041283,3.487706963727976,32.71085446759225,9.771689497716894,109.5,10920.25,0.0,119251860.0625,0.0,1.664714579033634,5.284164823072463,2.502274283031843,11.158807836031741,96.59659444408693,0.0,9330.902058195406,0.0
8,0.41866800362930773,3.0,8.402094847826126,0.0,3.509267666074231,7.98472630492108,2.4206423642342503,11.25308557338566,2.492711370262391,97.0,17674.666666666668,1660416.0,468590762.6666667,73368248320.0,2.5245618944896147,12.485424132116112,3.8077205536678127,27.443237477279528,483.9708838214306,1200.5317137616369,351341.72458034504,1452555.9864121918
9,0.5921544631527128,1.0,8.727797182859028,1.0,4.927653333679646,20.695911406696435,6.08807984029021,440.5746247799571,428.0176405733187,453.5,11556.25,0.0,133546914.0625,0.0,3.2179953807896826,24.977998584966098,23.534639425690845,26.509877717927004,78.87320330887465,3.979039320256561e-13,6220.982200203075,5.093170329928398e-11
10,0.4958532095934099,3.0,8.402094847826126,0.0,4.218976476345204,13.447075915222205,3.4656545126556693,31.99739562137698,17.07435719249479,86.0,10954.666666666666,809856.0,180007082.66666666,22179256320.0,1.5773547608530591,4.842130262868865,2.038321944649751,20.916821838176897,763.6316347122826,14921.259369221074,874699.9103000294,28485864.210210633
11,0.5432524261403113,6.0,15.236587739881477,1.0,4.100221780249219,6.854061073780047,4.674180834936779,107.14476188783102,63.25068870523416,181.5,21462.25,0.0,460628175.0625,0.0,1.9804399650942828,7.245930240350447,1.9626192714252122,26.751752524012538,663.1527580579861,0.0,439771.5805199139,0.0
12,0.3050745950068043,1.0,8.727797182859028,1.0,3.7851420714662964,0.7368535491284788,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7804989759133183,16.127065958193114,16.127065958193114,16.127065958193114,0.0,0.0,0.0,0.0
13,0.43025810496032885,4.0,5.229631393592403,1.0,5.144687571261553,10.262491204357108,3.653707194825227,38.61756384323588,8.568814164558846,108.33333333333333,10030.222222222224,416090.07407407457,150908036.7407408,10433689768.559685,2.104662139366289,8.204330620938922,2.7638464372988536,16.061887340708967,116.34998568167028,-788.270979296398,20305.978752187315,-229288.29288603028
14,0.38412092569310335,4.0,1.6240358727244573,0.0,4.892502093691491,11.726085393020192,3.0881498992077385,21.9364557555768,2.9292387383220793,85.33333333333333,7356.222222222222,330774.07407407416,81171008.07407407,6083118985.596709,1.1315507956155242,3.1004609550532134,1.4752510298848651,10.601430436780662,184.37493286467623,1770.263092186294,50991.17380328081,815980.3469366553
15,0.48076552239028164,1.0,8.72229189985249,0.0,4.377441795473654,5.755191991686398,2.995732273553991,19.999999999999996,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
16,0.4852713103583056,6.0,2.5234826987157355,1.0,5.885214026788458,20.771725143963184,4.793214898067055,120.68874765913905,25.895123711694552,311.6666666666667,58499.55555555556,-1167620.740740745,5133297000.296296,-170763235976.95532,2.1335334031652375,8.444652519935676,3.572382983516661,14.643522209384253,91.72001012562605,-523.1882427111896,12618.84038616741,-119967.07729769696
17,0.6143687594240199,1.0,0.7034130996692456,1.0,5.535012320878465,4.565591008258354,2.457582122134776,11.676544921628004,1.4995290423861853,531.3333333333334,562506.8888888889,298316153.4074072,474621000071.18506,419512228396252.94,1.345120088204255,3.8386474892058926,1.7976556657572067,12.943934601215433,272.1608205043885,3172.113830341376,111107.26832643298,2158312.7569975695
18,0.566516780031136,3.0,28.05221766945916,0.0,4.216904601208915,15.057842318652154,6.20050917404269,492.9999999999999,493.0,493.0,0.0,0.0,0.0,0.0,3.0533189514816805,21.185541652360193,21.185541652360197,21.185541652360197,0.0,0.0,0.0,0.0
19,0.4897909463499317,9.0,2.9453093619429116,0.0,5.075567980952325,25.982541539254406,3.1780538303479458,24.000000000000004,24.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
20,0.591099218750313,4.0,1.6240358727244573,0.0,5.238916307457304,11.344445705699679,4.065176773715619,58.27520913733385,7.962485345838218,426.5,178506.25,0.0,31864481289.0625,0.0,1.8187952562124963,6.164427418901696,2.04740938142891,18.560120778769846,306.47791791961714,0.0,93928.71417234358,0.0
21,0.4151785647865231,3.0,4.7317044481035335,0.0,4.467908074034535,0.9116102911900048,0.6931471805599453,2.0,1.6,2.5,2.25,0.0,5.0625,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
